role,login_hour,failed_logins,files_accessed,sensitive_files_accessed,usb_insertions,external_email_count,vpn_usage,working_hours_violation,anomaly_score,insider_threat
2,17,3,12,0,2,0,0,0,0.186,0
2,10,2,17,1,0,1,0,0,0.023,0
2,12,1,19,0,0,1,0,1,0.228,0
3,20,4,21,0,0,1,0,0,0.287,0
2,12,0,14,0,2,4,0,0,0.039,0
2,9,0,16,2,0,3,0,0,0.807,0
1,15,1,15,1,1,4,1,0,0.378,0
2,19,2,12,0,1,2,0,0,0.215,0
2,23,2,9,2,2,0,1,0,0.47,0
2,20,0,19,3,1,2,0,0,0.528,0
2,5,0,19,1,0,2,0,1,0.204,0
3,11,0,20,1,1,4,0,0,0.017,1
3,20,0,20,1,0,1,0,1,0.602,0
2,18,1,15,0,1,2,0,0,0.755,1
2,17,0,18,0,1,4,0,0,0.909,0
1,7,4,7,1,2,0,0,1,0.25,0
2,19,1,17,0,2,3,1,0,0.948,0
2,20,0,19,1,1,2,1,0,0.96,0
2,14,1,9,1,0,3,0,0,0.497,0
1,10,0,17,1,0,4,0,0,0.344,0
2,20,1,22,0,1,0,0,1,0.347,1
2,7,1,12,0,1,2,0,1,0.646,0
2,1,0,14,1,0,2,0,1,0.32,0
2,8,1,11,0,1,2,0,0,0.382,0
2,2,1,10,2,0,1,1,0,0.099,0
2,4,3,9,0,0,2,0,0,0.907,0
0,11,1,18,0,0,5,1,0,0.211,0
2,7,1,17,0,0,2,0,0,0.846,0
3,0,3,16,0,0,2,1,0,0.259,0
1,22,0,16,1,1,2,0,0,0.419,0
2,3,0,9,0,0,3,0,1,0.084,0
0,0,0,15,1,1,3,0,0,0.836,1
2,5,0,17,0,1,2,0,1,0.343,0
2,17,2,17,0,0,6,0,1,0.196,0
2,16,2,20,1,0,3,0,0,0.821,0
2,14,1,26,0,1,2,0,0,0.902,0
3,20,2,21,1,0,1,0,1,0.587,0
2,9,3,20,1,2,2,0,1,0.268,0
0,15,2,15,1,1,1,1,0,0.937,0
3,3,1,21,2,0,3,0,0,0.636,0
2,18,0,21,2,0,3,0,0,0.929,1
2,4,2,16,2,0,2,0,0,0.596,0
2,15,3,22,0,0,3,0,0,0.606,0
1,12,0,15,1,2,0,1,0,0.332,0
2,13,1,18,1,1,3,1,1,0.686,0
0,3,1,20,0,0,1,0,0,0.282,0
2,15,0,8,0,2,1,1,1,0.319,0
3,7,0,9,1,1,0,1,1,0.799,0
2,2,1,11,0,0,2,0,0,0.422,0
3,2,1,18,2,0,2,1,0,0.898,0
1,9,2,14,1,0,5,0,0,0.213,0
3,16,2,16,1,0,0,1,0,0.365,0
2,1,2,15,2,0,2,0,1,0.542,0
2,18,2,20,1,1,1,0,1,0.504,0
2,4,0,15,0,1,4,0,0,0.463,0
3,8,2,17,1,2,1,1,1,0.864,0
0,2,1,19,0,1,1,1,0,0.661,0
2,1,5,10,0,0,3,1,1,0.933,0
2,8,0,7,1,1,0,0,0,0.294,0
2,4,0,9,0,2,1,0,1,0.356,0
3,8,1,20,0,0,3,1,1,0.473,0
3,5,0,25,0,1,4,0,1,0.812,0
2,23,0,12,0,3,6,1,1,0.766,0
1,12,2,17,0,0,1,0,0,0.445,1
2,16,3,14,1,0,3,1,0,0.05,0
2,12,1,14,1,1,4,1,0,0.168,0
2,10,2,8,0,0,1,0,1,0.26,0
2,14,0,20,1,1,1,1,0,0.839,0
3,0,1,14,1,0,7,0,1,0.645,0
0,10,0,19,2,1,2,0,0,0.987,0
1,17,1,10,0,0,3,0,0,0.687,0
2,21,0,14,2,2,2,0,1,0.877,0
3,18,1,9,1,1,1,0,0,0.582,0
2,14,1,17,0,0,2,0,0,0.167,0
1,15,2,9,0,0,0,0,0,0.347,0
3,17,2,14,1,0,0,0,0,0.052,0
2,10,2,26,0,1,2,1,0,0.569,1
0,3,1,24,0,0,3,0,1,0.205,0
1,10,2,10,0,1,0,1,1,0.339,0
2,10,3,12,1,0,1,1,1,0.69,0
2,6,0,20,1,0,2,1,0,0.582,1
2,18,0,16,2,0,1,1,0,0.182,1
2,14,1,14,0,0,2,0,1,0.827,0
2,20,3,16,1,1,3,0,0,0.272,0
2,11,3,11,0,0,1,1,1,0.507,0
0,2,0,9,1,0,3,1,1,0.937,0
2,11,1,16,0,1,2,1,0,0.1,0
3,19,1,11,2,1,2,1,1,0.972,0
2,4,2,21,0,0,2,0,0,0.897,0
2,15,0,20,2,0,2,0,0,0.236,0
3,1,0,12,3,0,0,1,1,0.4,1
2,11,0,16,1,1,3,0,0,0.498,0
2,14,1,12,0,0,0,1,1,0.857,0
2,1,1,13,0,0,1,1,0,0.73,0
2,11,1,13,2,0,2,0,0,0.187,1
0,19,1,22,0,1,3,0,0,0.079,0
2,11,1,10,2,2,3,1,0,0.961,0
3,4,1,10,0,1,3,0,0,0.151,0
2,3,2,11,0,0,3,0,0,0.958,0
3,13,3,13,1,2,4,1,0,0.804,0
1,11,1,15,2,0,3,1,0,0.976,1
1,2,0,13,1,0,1,0,0,0.036,1
2,15,0,18,0,0,3,0,0,0.349,0
0,10,0,20,2,0,2,1,0,0.783,0
2,20,0,11,1,0,0,0,0,0.332,0
2,14,0,16,1,0,1,0,0,0.828,1
2,3,1,10,0,0,4,0,0,0.319,0
2,9,1,11,0,1,6,1,0,0.775,0
2,13,1,13,0,0,1,0,0,0.555,0
2,5,0,16,0,0,0,0,0,0.703,0
2,22,2,14,1,1,3,1,1,0.493,0
2,14,0,16,1,1,1,0,0,0.628,0
2,9,0,24,0,0,2,1,1,0.313,0
0,13,5,9,3,3,3,1,1,0.205,0
2,4,1,12,0,0,2,0,0,0.172,0
2,4,0,14,1,1,1,0,0,0.307,0
2,21,1,14,2,1,2,1,0,0.814,0
2,18,0,16,0,0,1,0,0,0.474,0
2,21,1,10,1,1,3,0,0,0.451,0
0,2,1,15,0,1,2,1,0,0.873,1
2,1,2,22,2,1,5,0,1,0.422,0
2,22,1,18,1,0,3,0,1,0.36,0
0,18,1,15,1,0,2,0,0,0.887,0
3,14,0,17,0,1,1,0,0,0.737,0
2,23,1,16,0,1,1,0,0,0.897,0
0,10,0,14,0,0,3,0,0,0.926,0
2,21,1,12,0,2,1,0,1,0.7,1
1,8,0,16,1,2,1,1,1,0.008,1
2,13,0,6,2,1,6,0,0,0.839,0
2,7,1,23,0,1,2,1,0,0.34,1
2,19,2,13,1,0,0,0,0,0.909,0
2,1,3,14,1,1,1,1,0,0.858,0
3,17,1,12,2,0,1,1,0,0.11,0
1,17,0,8,2,1,1,1,0,0.676,0
2,20,2,15,0,0,0,1,0,0.258,1
2,7,1,15,1,0,3,1,0,0.128,1
2,8,2,16,1,0,2,1,0,0.267,0
2,8,2,17,0,0,2,0,0,0.629,0
2,23,1,18,0,0,3,0,1,0.102,1
2,17,0,15,0,1,1,0,1,0.137,1
2,2,1,21,2,0,3,1,1,0.153,0
2,0,1,12,0,0,2,0,0,0.974,0
2,19,1,15,1,0,1,0,0,0.786,0
2,7,0,14,0,1,0,0,0,0.579,0
2,18,3,17,1,1,2,0,0,0.575,1
2,13,1,13,1,0,2,0,1,0.49,0
2,12,0,16,0,1,2,0,1,0.999,1
2,10,2,22,1,0,4,1,0,0.102,1
0,1,1,10,1,1,3,0,0,0.56,0
1,19,3,15,0,1,3,1,0,0.193,0
2,4,0,12,0,0,1,0,0,0.495,0
1,6,2,18,1,0,2,0,1,0.446,0
2,23,1,19,0,0,3,0,0,0.657,0
3,8,2,9,0,0,1,1,0,0.263,1
0,21,1,11,0,0,3,0,0,0.313,0
2,8,1,13,0,0,1,1,0,0.26,1
2,8,2,18,2,0,1,0,0,0.353,0
2,9,2,17,0,0,1,0,0,0.451,0
2,16,1,13,1,0,2,1,1,0.109,0
2,21,1,14,3,0,0,1,0,0.103,0
3,23,0,14,1,0,2,0,0,0.218,0
2,8,1,10,0,0,1,0,0,0.209,0
2,18,2,17,0,0,2,0,0,0.241,0
3,10,3,4,1,0,2,0,0,0.268,0
3,21,1,21,0,0,1,0,0,0.881,0
3,0,1,15,1,1,2,0,0,0.699,0
0,11,3,16,2,0,1,0,0,0.982,0
2,17,1,20,0,0,0,0,0,0.679,0
2,20,3,16,0,0,0,0,1,0.426,0
2,20,2,19,0,0,3,1,1,0.012,0
2,22,1,11,1,0,3,0,0,0.248,0
2,20,0,17,1,0,1,0,1,0.023,1
2,14,1,9,0,1,3,0,0,0.904,0
0,21,0,15,0,1,0,0,0,0.884,0
1,7,1,19,0,0,0,0,0,0.184,0
0,5,0,11,2,0,2,0,0,0.284,0
0,8,1,21,0,0,2,0,0,0.689,0
2,11,0,17,0,0,3,0,0,0.523,0
2,6,2,16,0,0,1,0,0,0.162,1
2,22,1,20,1,0,1,1,0,0.051,0
2,0,3,18,0,1,1,0,0,0.613,0
2,20,2,13,0,0,1,1,1,0.347,0
1,17,1,15,0,0,1,1,1,0.337,0
2,23,4,13,1,1,4,1,0,0.538,1
0,21,2,11,1,0,3,0,0,0.575,0
2,0,3,17,2,1,5,1,1,0.855,0
1,21,2,16,0,1,1,0,0,0.116,0
2,19,0,14,1,0,2,1,1,0.766,0
0,16,4,6,2,1,6,1,0,0.876,0
3,12,1,13,2,1,4,1,0,0.409,1
3,10,1,15,1,1,2,0,0,0.055,0
2,23,0,12,0,2,1,1,1,0.494,0
2,1,1,12,0,1,1,0,0,0.967,0
2,2,1,16,2,0,4,0,0,0.405,0
2,20,1,15,2,0,0,0,0,0.286,1
2,14,1,15,2,0,0,0,0,0.068,0
2,7,1,9,2,2,2,0,0,0.164,0
2,4,0,15,0,1,3,0,0,0.374,0
1,6,2,16,0,1,2,0,0,0.846,0
2,10,2,12,1,1,2,0,0,0.871,0
2,3,2,14,0,1,2,0,0,0.303,1
2,3,1,15,4,1,4,0,0,0.205,0
1,0,1,10,0,0,1,0,0,0.926,1
3,15,1,23,0,0,1,0,0,0.677,0
2,22,0,11,1,1,2,0,0,0.622,0
3,20,0,6,2,1,1,0,1,0.852,0
0,21,1,15,1,2,0,1,0,0.663,0
2,22,1,12,1,0,3,1,0,0.636,0
2,16,0,26,0,0,1,0,0,0.937,0
2,14,2,13,1,2,1,0,0,0.741,0
2,0,1,11,0,0,4,0,0,0.355,1
2,7,1,10,0,0,1,1,1,0.335,0
3,4,1,20,0,1,2,0,1,0.658,0
2,21,1,12,1,0,1,0,0,0.947,0
2,6,1,18,1,0,3,0,0,0.723,1
3,0,1,15,1,0,2,0,0,0.647,0
2,21,1,17,1,0,3,0,0,0.894,0
2,16,1,20,0,0,1,1,0,0.237,0
3,0,3,11,0,1,2,0,0,0.867,0
2,14,2,17,0,1,2,1,0,0.023,0
3,6,0,15,1,2,7,0,0,0.098,0
1,10,2,12,1,0,1,1,0,0.512,0
2,17,1,10,2,0,0,0,0,0.273,0
0,4,2,6,2,0,0,0,0,0.331,0
2,4,3,18,1,0,0,1,0,0.871,0
2,10,1,20,1,0,1,1,0,0.381,1
2,23,3,16,1,1,5,1,0,0.623,0
2,12,4,13,0,1,3,0,0,0.906,0
0,14,0,12,1,1,0,1,0,0.939,0
2,4,1,17,2,1,2,0,0,0.115,0
2,6,1,18,1,0,3,1,1,0.95,0
2,15,3,12,1,0,1,1,0,0.319,0
2,4,0,15,1,0,4,0,0,0.148,0
2,19,1,12,1,0,5,0,1,0.318,0
1,11,1,16,0,0,2,0,0,0.886,1
2,19,1,17,0,0,2,0,0,0.073,1
2,3,0,11,1,0,2,0,0,0.061,0
2,15,3,20,1,1,0,0,0,0.54,1
2,10,2,14,0,1,3,1,0,0.704,0
2,6,1,11,0,0,1,0,1,0.143,0
2,2,1,17,0,1,4,1,0,0.178,0
2,15,0,11,1,0,3,0,0,0.473,0
2,18,1,12,1,0,3,0,0,0.616,0
2,14,1,11,0,0,4,1,0,0.155,0
0,10,3,19,1,0,3,1,0,0.944,0
2,22,1,16,1,0,2,0,1,0.861,0
2,6,0,14,1,0,1,0,0,0.923,1
3,20,1,11,0,2,4,1,0,0.347,0
0,18,3,11,1,0,2,0,0,0.328,0
2,13,0,12,0,0,2,1,1,0.441,1
0,12,4,18,1,1,2,0,1,0.635,0
2,10,1,18,2,1,2,0,1,0.391,0
2,12,0,12,2,0,3,0,1,0.209,1
2,7,1,19,0,0,3,0,0,0.216,0
2,7,0,16,0,1,0,1,0,0.612,0
3,5,1,17,0,0,2,0,0,0.148,1
2,16,0,11,2,1,3,0,0,0.499,0
2,7,2,15,3,1,0,1,0,0.852,0
3,19,1,13,2,0,4,1,1,0.922,0
2,6,0,17,3,1,3,1,0,0.254,0
2,8,1,11,0,1,3,0,0,0.465,0
2,6,1,13,0,0,2,0,0,0.928,1
3,23,0,18,3,2,2,0,0,0.411,0
2,7,0,11,1,0,1,0,0,0.166,0
3,18,1,15,1,0,2,0,1,0.317,0
2,13,1,14,1,0,1,1,1,1.0,0
2,1,0,21,1,0,2,0,0,0.044,1
2,22,2,9,0,0,2,1,0,0.669,0
2,16,1,11,1,0,2,0,0,0.476,0
2,3,0,14,1,1,1,0,0,0.745,1
1,4,1,9,1,1,3,0,0,0.844,0
3,17,2,13,3,1,3,0,1,0.867,0
3,15,2,21,0,0,2,1,0,0.324,0
1,12,1,15,0,0,0,0,1,0.287,0
2,12,2,13,0,0,1,0,0,0.527,0
2,21,2,7,1,1,6,1,0,0.048,1
3,15,0,18,0,0,4,0,0,0.096,0
3,2,2,11,0,1,3,0,0,0.255,0
2,12,1,13,1,0,1,0,0,0.352,1
2,4,0,12,3,0,2,0,0,0.665,0
3,11,2,19,0,0,2,0,0,0.479,0
2,18,1,22,2,0,2,1,0,0.099,0
2,13,1,22,1,0,4,0,0,0.615,1
2,0,3,15,1,2,4,0,1,0.618,0
0,16,0,11,0,1,3,0,0,0.422,0
0,19,0,14,0,0,4,0,0,0.92,0
2,21,2,18,2,0,1,1,0,0.935,0
2,1,2,17,0,0,2,1,0,0.096,0
2,10,0,13,0,1,0,0,0,0.072,0
2,13,0,15,1,1,3,0,0,0.664,1
2,4,1,16,0,1,4,1,0,0.226,0
2,15,7,13,0,0,2,1,1,0.922,0
3,6,2,17,0,0,0,0,0,0.707,0
2,3,3,18,0,0,4,1,0,0.093,1
2,18,1,16,2,1,1,0,1,0.502,0
3,20,0,13,2,1,1,0,1,0.42,0
2,2,0,15,0,0,2,0,0,0.696,0
0,1,0,8,0,1,3,0,1,0.37,1
3,17,0,14,2,0,7,0,0,0.195,1
2,4,1,11,2,1,1,1,0,0.143,0
2,0,2,19,0,0,3,0,0,0.353,0
2,7,2,13,1,0,2,1,0,0.704,0
2,6,0,10,1,2,1,0,1,0.731,0
2,9,1,20,0,2,1,0,0,0.05,1
3,11,1,17,1,0,2,0,0,0.123,0
3,13,1,7,0,0,0,0,0,0.905,0
2,11,4,13,0,1,1,0,0,0.848,0
2,1,2,10,0,0,4,0,0,0.212,0
1,22,3,10,0,0,4,0,0,0.23,0
0,7,1,12,1,1,3,1,0,0.065,0
2,11,1,17,1,0,2,0,0,0.69,0
2,0,2,10,0,0,1,1,0,0.731,0
2,7,0,17,1,0,2,0,1,0.969,1
0,7,1,22,1,0,3,0,0,0.552,0
3,18,0,17,0,1,2,0,0,0.566,1
1,0,1,16,0,0,1,0,0,0.764,1
0,1,0,11,0,0,1,0,1,0.783,0
3,18,0,19,1,0,0,1,0,0.217,0
2,17,1,21,0,2,2,0,0,0.651,0
3,22,2,20,1,0,3,0,0,0.143,1
2,20,2,10,0,0,1,0,0,0.736,0
3,6,1,14,1,1,2,0,1,0.517,0
2,21,2,9,2,0,5,1,1,0.482,1
2,13,0,12,1,1,0,1,0,0.833,0
2,13,2,19,1,1,1,0,1,0.632,0
2,22,1,17,2,0,1,0,0,0.324,0
2,4,1,11,0,1,4,0,0,0.239,0
2,16,2,11,0,2,4,0,0,0.597,0
3,10,1,20,2,0,1,0,0,0.423,0
2,20,4,14,1,0,5,1,0,0.073,1
3,13,1,17,1,1,3,1,0,0.618,0
1,6,0,11,0,0,3,1,0,0.248,0
2,18,1,20,0,1,2,0,1,0.237,0
2,17,2,14,0,0,1,0,1,0.605,0
3,5,2,14,1,0,2,0,0,0.305,0
2,19,2,9,1,0,1,0,0,0.744,0
2,10,3,10,1,1,2,1,0,0.322,0
2,1,1,15,1,2,0,0,0,0.463,0
2,13,1,14,1,1,4,0,0,0.415,0
2,4,1,14,1,0,1,0,0,0.101,0
2,17,0,7,0,1,6,0,0,0.77,0
3,16,2,10,1,1,4,0,0,0.612,0
2,16,2,20,1,1,5,0,0,0.865,0
2,9,1,13,1,0,3,0,0,0.653,0
3,7,0,25,0,0,3,0,0,0.594,0
2,12,1,16,0,0,4,1,1,0.385,0
2,13,0,18,1,0,1,1,0,0.633,1
2,3,0,12,0,2,2,1,1,0.532,0
1,0,1,14,1,2,1,1,0,0.081,0
2,18,1,14,0,1,4,1,0,0.626,0
2,2,0,18,0,1,1,0,0,0.06,0
2,8,0,17,3,0,4,1,0,0.092,0
1,21,1,15,0,1,3,0,0,0.306,0
2,4,0,11,2,0,3,0,1,0.897,0
3,22,1,9,2,1,2,0,0,0.798,0
2,19,0,12,1,1,1,0,0,0.46,0
3,5,2,19,1,0,1,0,0,0.613,1
2,11,2,10,1,1,3,0,1,0.187,0
2,23,0,9,0,1,2,0,0,0.657,0
2,10,2,15,1,0,2,0,1,0.318,0
2,23,2,18,0,1,1,0,0,0.469,0
2,4,0,16,0,3,3,1,0,0.6,0
2,1,0,9,0,0,2,0,0,0.779,0
2,20,1,11,0,1,5,1,0,0.557,0
2,15,2,13,0,0,1,1,0,0.938,0
0,16,1,13,0,0,1,0,0,0.575,1
3,11,0,17,1,2,2,0,0,0.219,0
3,7,1,19,0,2,1,0,1,0.575,1
2,5,1,14,1,1,5,0,0,0.852,0
1,8,0,20,0,1,1,0,0,0.519,0
2,6,2,17,1,3,0,0,0,0.984,0
2,13,1,13,0,0,1,0,0,0.223,1
1,15,2,13,0,0,1,0,0,0.15,1
2,17,1,9,1,1,0,1,1,0.516,0
2,16,1,17,0,1,1,1,0,0.617,1
2,6,2,18,0,0,3,0,0,0.041,0
2,0,2,25,2,1,1,0,1,0.092,0
3,22,2,14,0,2,1,0,0,0.11,0
2,3,1,11,1,0,6,0,0,0.889,0
1,4,0,17,0,1,3,0,1,0.334,0
0,19,2,11,0,1,2,0,0,0.621,1
2,21,2,10,1,0,1,0,0,0.778,0
2,4,0,12,0,0,1,1,1,0.962,0
1,11,3,15,2,0,1,0,1,0.418,0
2,23,1,15,0,1,6,0,0,0.744,0
3,4,1,11,2,0,3,0,0,0.807,1
3,23,4,14,1,2,2,1,0,0.018,0
2,2,1,12,2,1,7,1,0,0.719,0
2,19,2,15,1,1,0,1,0,0.749,0
2,7,1,15,2,1,2,0,0,0.096,0
2,15,1,16,2,2,3,0,0,0.488,0
2,17,0,9,1,0,2,1,0,0.363,0
2,23,0,23,2,1,6,0,0,0.22,1
1,22,1,11,1,0,3,1,0,0.91,0
2,17,1,17,0,0,0,0,0,0.077,0
2,5,1,21,1,1,3,0,0,0.821,0
2,22,2,17,0,2,2,1,0,0.872,0
3,19,1,10,0,1,4,0,1,0.249,0
2,19,0,13,1,0,2,0,0,0.302,0
2,11,1,16,2,1,1,0,0,0.638,1
2,17,1,20,0,1,2,1,0,0.785,0
2,18,0,18,2,0,1,0,0,0.159,0
2,4,1,10,2,0,1,0,0,0.019,0
3,8,5,23,1,1,3,0,1,0.828,0
2,7,2,18,1,1,2,0,1,0.046,0
1,4,0,17,2,0,1,0,0,0.154,0
2,21,1,16,0,0,5,1,0,0.637,1
2,21,0,21,1,0,0,0,0,0.679,0
2,17,2,14,1,1,4,1,0,0.778,0
3,23,0,20,3,2,1,0,0,0.35,0
0,23,2,13,1,2,1,0,0,0.98,0
2,14,0,10,1,0,3,1,0,0.231,0
2,4,0,17,0,0,5,0,0,0.294,0
2,18,0,14,3,0,3,1,0,0.459,0
2,23,1,12,1,0,3,0,0,0.878,0
0,1,0,15,0,1,2,0,0,0.901,0
2,12,1,12,1,2,2,1,1,0.887,1
0,2,0,27,0,0,1,0,1,0.836,0
2,19,2,14,0,0,0,0,0,0.64,0
3,1,1,18,0,1,3,1,1,0.325,0
1,17,0,16,0,1,4,0,1,0.158,0
3,14,5,27,2,0,2,0,0,0.183,0
2,4,0,10,1,0,1,0,0,0.073,0
1,2,0,14,0,1,3,0,0,0.502,1
2,18,0,18,0,2,3,0,0,0.051,0
2,7,0,21,0,1,0,0,0,0.96,0
2,17,2,12,2,1,0,0,0,0.843,0
1,18,2,17,0,0,1,0,0,0.036,1
0,5,2,15,0,2,1,1,0,0.955,0
3,21,0,22,1,1,1,1,0,0.393,0
2,15,2,19,1,0,8,0,0,0.422,0
2,12,2,19,2,3,3,0,0,0.76,0
2,8,0,17,2,1,0,1,1,1.0,0
0,20,0,14,1,0,0,0,0,0.43,0
3,19,2,12,1,0,1,1,0,0.217,1
2,8,2,15,0,1,2,0,0,0.461,0
0,22,1,15,0,0,1,0,0,0.957,0
3,22,1,17,1,0,1,0,0,0.156,0
1,6,2,25,1,0,1,0,0,0.607,0
2,17,0,23,1,1,0,0,0,0.964,0
2,12,2,15,2,0,5,0,1,0.988,0
2,18,0,15,0,1,2,1,0,0.101,0
2,7,1,20,1,0,2,0,0,0.492,0
2,13,3,11,0,0,1,0,0,0.242,0
2,22,0,19,0,0,1,1,0,0.236,0
2,0,2,15,1,2,4,0,1,0.073,0
2,2,1,13,0,1,3,1,1,0.209,0
2,13,1,11,0,1,3,1,0,0.299,0
0,15,0,19,1,2,3,0,1,0.464,0
2,12,2,17,0,0,2,0,1,0.17,0
3,17,1,12,1,1,1,0,0,0.101,0
2,15,2,13,2,0,2,0,0,0.403,0
0,4,4,19,1,0,3,1,0,0.392,0
3,1,0,14,1,0,3,0,1,0.693,1
2,1,0,21,1,0,1,0,0,0.21,0
1,11,1,8,0,1,1,0,0,0.752,0
2,8,0,20,0,2,1,1,1,0.832,0
2,15,1,18,1,1,2,0,1,0.934,1
2,19,3,20,1,1,2,1,0,0.056,1
3,23,0,11,0,1,5,1,1,0.995,1
2,12,0,18,0,2,2,0,0,0.542,0
2,2,1,18,0,0,5,0,1,0.484,0
3,10,1,17,1,1,0,1,0,0.149,0
2,21,1,18,1,0,1,0,0,0.314,0
2,16,3,17,1,2,3,1,0,0.512,0
1,12,3,12,1,0,2,0,0,0.674,0
3,7,1,16,0,1,3,0,0,0.19,0
2,6,0,15,2,1,2,1,0,0.81,1
2,11,1,15,1,0,2,0,0,0.319,0
2,18,3,15,0,0,3,1,0,0.583,0
2,16,0,19,1,1,1,1,1,0.262,1
3,6,0,17,2,0,2,0,0,0.65,0
2,20,1,17,0,1,1,1,0,0.35,0
2,8,3,17,0,1,1,0,0,0.722,0
3,21,4,10,0,1,1,0,0,0.184,0
1,21,1,20,0,0,3,0,0,0.651,0
2,14,1,22,0,0,3,0,0,0.676,0
2,20,2,12,2,1,4,1,0,0.73,0
2,5,3,18,0,0,2,0,0,0.316,0
2,14,1,8,1,1,2,1,1,0.309,0
3,20,2,14,0,0,3,0,0,0.05,0
2,0,0,17,1,1,2,0,0,0.206,0
1,6,1,16,1,1,1,1,0,0.385,0
3,20,0,21,0,2,3,0,1,0.141,0
2,4,2,8,1,0,0,0,0,0.736,0
2,15,1,17,2,0,2,1,0,0.07,0
2,2,1,11,0,1,2,0,0,0.841,0
3,12,1,15,2,1,2,0,0,0.038,1
2,16,0,16,0,1,0,1,0,0.209,0
2,22,3,16,0,0,1,0,0,0.879,0
0,12,2,15,0,0,1,0,0,0.8,1
1,17,1,17,1,0,2,1,0,0.603,0
2,10,2,27,1,0,1,0,0,0.121,0
2,17,2,16,1,0,1,0,0,0.627,0
0,23,2,25,0,0,1,1,0,0.7,0
0,1,0,14,0,1,2,1,0,0.178,0
2,21,1,17,1,0,1,0,0,0.536,0
2,21,1,19,0,0,1,0,0,0.767,0
3,21,3,18,1,0,2,1,0,0.76,1
1,10,2,15,2,0,2,1,0,0.347,1
2,15,0,16,0,0,1,0,0,0.728,0
0,20,1,23,0,1,0,0,1,0.113,0
0,16,0,12,0,0,2,0,1,0.982,1
2,16,3,13,0,0,3,0,0,0.916,0
2,13,1,13,1,1,3,1,0,0.946,0
3,17,2,7,1,0,0,1,0,0.941,0
0,9,1,7,0,2,2,1,0,0.691,0
3,1,2,17,1,1,1,0,0,0.5,0
2,16,3,20,0,1,3,0,1,0.04,0
2,21,1,15,0,1,2,0,0,0.758,0
2,15,3,19,0,0,3,1,0,0.074,0
2,1,0,15,1,1,2,1,0,0.642,0
2,15,1,12,1,0,1,0,0,0.249,1
0,6,1,24,1,2,1,1,1,0.957,0
3,13,4,19,1,0,1,0,0,0.447,0
2,4,1,20,1,1,5,0,0,0.501,0
0,11,0,20,1,1,2,0,1,1.0,0
2,19,1,12,2,0,2,0,0,0.016,0
0,21,1,20,0,0,4,0,1,0.792,0
2,23,1,14,0,1,5,0,0,0.916,0
2,12,1,18,1,1,1,0,1,0.658,0
0,10,0,18,1,0,0,1,0,0.175,0
2,20,1,13,1,1,1,0,0,0.157,0
2,10,1,13,1,0,4,1,0,0.662,0
2,1,1,13,0,0,5,1,1,0.929,0
1,1,1,23,0,1,2,0,0,0.623,0
2,23,1,13,0,0,3,0,0,0.942,0
2,19,2,13,1,1,3,0,0,0.185,0
2,5,0,11,0,0,1,1,0,0.163,0
2,8,0,22,1,1,3,0,0,0.626,0
2,22,0,16,2,1,2,0,0,0.533,0
3,13,1,13,0,0,4,0,0,0.894,1
2,10,0,11,1,1,4,1,1,0.251,1
3,19,2,15,1,0,2,0,0,0.528,1
2,17,1,13,0,0,0,0,0,0.868,0
2,21,1,17,1,0,0,1,0,0.855,0
2,5,0,20,0,0,2,0,0,0.674,0
2,1,0,14,1,1,4,0,1,0.616,0
2,23,1,13,1,0,3,0,0,0.723,0
0,0,0,17,1,1,2,0,0,0.584,1
2,8,0,21,0,0,2,0,0,0.661,0
1,21,1,17,2,2,2,0,1,0.45,1
2,16,1,12,0,0,0,0,1,0.955,1
2,3,1,23,0,0,2,1,0,0.135,0
2,1,1,14,0,0,4,0,1,0.72,0
3,13,0,14,1,2,2,1,0,0.886,0
2,17,0,18,0,0,1,1,0,0.142,0
2,20,1,9,0,1,3,0,0,0.952,0
3,12,1,20,0,0,3,1,0,0.175,0
0,0,1,17,1,1,2,0,0,0.794,0
1,21,0,21,0,2,3,0,0,0.206,0
2,8,1,10,2,1,1,0,0,0.462,0
2,4,1,19,1,2,1,0,0,0.231,1
2,13,1,18,0,1,1,0,0,0.369,0
2,5,0,13,1,1,0,1,0,0.388,0
3,5,1,18,2,1,1,1,0,0.653,0
2,10,1,13,2,0,2,0,1,0.889,0
3,4,0,14,1,0,1,1,0,0.266,0
2,23,1,13,0,1,2,0,0,0.429,0
2,7,2,7,0,0,2,1,1,0.988,0
2,14,0,14,0,1,0,0,0,0.29,0
2,7,1,15,1,0,4,0,0,0.68,0
2,19,2,15,1,0,2,1,0,0.022,0
2,11,2,12,1,1,3,0,0,0.126,0
2,4,2,17,0,1,1,0,1,0.558,0
1,22,1,17,1,0,2,1,0,0.841,0
3,18,1,22,2,0,1,1,0,0.776,0
2,12,1,13,1,0,3,0,0,0.351,0
2,10,0,24,1,1,3,0,1,0.962,0
3,5,1,10,1,1,5,1,1,0.646,0
2,21,0,12,0,0,2,0,0,0.49,0
2,2,2,13,1,0,1,0,0,0.915,0
1,3,1,16,0,1,4,1,0,0.47,0
2,16,2,11,0,1,2,0,0,0.297,0
3,18,2,16,0,1,2,0,0,0.641,0
3,21,2,14,0,0,1,1,0,0.775,0
2,10,1,16,2,0,1,0,1,0.973,0
2,7,2,22,1,0,1,0,1,0.219,1
0,13,3,8,1,1,5,0,0,0.546,1
2,6,1,18,3,1,3,1,0,0.61,0
