user_id,role,login_hour,failed_logins,files_accessed,sensitive_files_accessed,usb_insertions,external_email_count,vpn_usage,working_hours_violation,anomaly_score,insider_threat
U105310,Employee,16,1,13,1,0,2,1,1,0.109,0
U105311,Employee,21,1,14,3,0,0,1,0,0.103,0
U105312,Manager,23,0,14,1,0,2,0,0,0.218,0
U105313,Employee,8,1,10,0,0,1,0,0,0.209,0
U105314,Employee,18,2,17,0,0,2,0,0,0.241,0
U105315,Manager,10,3,4,1,0,2,0,0,0.268,0
U105316,Manager,21,1,21,0,0,1,0,0,0.881,0
U105317,Manager,0,1,15,1,1,2,0,0,0.699,0
U105318,Admin,11,3,16,2,0,1,0,0,0.982,0
U105319,Employee,17,1,20,0,0,0,0,0,0.679,0
U105320,Employee,20,3,16,0,0,0,0,1,0.426,0
U105321,Employee,20,2,19,0,0,3,1,1,0.012,0
U105322,Employee,22,1,11,1,0,3,0,0,0.248,0
U105323,Employee,20,0,17,1,0,1,0,1,0.023,1
U105324,Employee,14,1,9,0,1,3,0,0,0.904,0
U105325,Admin,21,0,15,0,1,0,0,0,0.884,0
U105326,Contractor,7,1,19,0,0,0,0,0,0.184,0
U105327,Admin,5,0,11,2,0,2,0,0,0.284,0
U105328,Admin,8,1,21,0,0,2,0,0,0.689,0
U105329,Employee,11,0,17,0,0,3,0,0,0.523,0
U105330,Employee,6,2,16,0,0,1,0,0,0.162,1
U105331,Employee,22,1,20,1,0,1,1,0,0.051,0
U105332,Employee,0,3,18,0,1,1,0,0,0.613,0
U105333,Employee,20,2,13,0,0,1,1,1,0.347,0
U105334,Contractor,17,1,15,0,0,1,1,1,0.337,0
U105335,Employee,23,4,13,1,1,4,1,0,0.538,1
U105336,Admin,21,2,11,1,0,3,0,0,0.575,0
U105337,Employee,0,3,17,2,1,5,1,1,0.855,0
U105338,Contractor,21,2,16,0,1,1,0,0,0.116,0
U105339,Employee,19,0,14,1,0,2,1,1,0.766,0
U105340,Admin,16,4,6,2,1,6,1,0,0.876,0
U105341,Manager,12,1,13,2,1,4,1,0,0.409,1
U105342,Manager,10,1,15,1,1,2,0,0,0.055,0
U105343,Employee,23,0,12,0,2,1,1,1,0.494,0
U105344,Employee,1,1,12,0,1,1,0,0,0.967,0
U105345,Employee,2,1,16,2,0,4,0,0,0.405,0
U105346,Employee,20,1,15,2,0,0,0,0,0.286,1
U105347,Employee,14,1,15,2,0,0,0,0,0.068,0
U105348,Employee,7,1,9,2,2,2,0,0,0.164,0
U105349,Employee,4,0,15,0,1,3,0,0,0.374,0
U105350,Contractor,6,2,16,0,1,2,0,0,0.846,0
U105351,Employee,10,2,12,1,1,2,0,0,0.871,0
U105352,Employee,3,2,14,0,1,2,0,0,0.303,1
U105353,Employee,3,1,15,4,1,4,0,0,0.205,0
U105354,Contractor,0,1,10,0,0,1,0,0,0.926,1
U105355,Manager,15,1,23,0,0,1,0,0,0.677,0
U105356,Employee,22,0,11,1,1,2,0,0,0.622,0
U105357,Manager,20,0,6,2,1,1,0,1,0.852,0
U105358,Admin,21,1,15,1,2,0,1,0,0.663,0
U105359,Employee,22,1,12,1,0,3,1,0,0.636,0
U105360,Employee,16,0,26,0,0,1,0,0,0.937,0
U105361,Employee,14,2,13,1,2,1,0,0,0.741,0
U105362,Employee,0,1,11,0,0,4,0,0,0.355,1
U105363,Employee,7,1,10,0,0,1,1,1,0.335,0
U105364,Manager,4,1,20,0,1,2,0,1,0.658,0
U105365,Employee,21,1,12,1,0,1,0,0,0.947,0
U105366,Employee,6,1,18,1,0,3,0,0,0.723,1
U105367,Manager,0,1,15,1,0,2,0,0,0.647,0
U105368,Employee,21,1,17,1,0,3,0,0,0.894,0
U105369,Employee,16,1,20,0,0,1,1,0,0.237,0
U105370,Manager,0,3,11,0,1,2,0,0,0.867,0
U105371,Employee,14,2,17,0,1,2,1,0,0.023,0
U105372,Manager,6,0,15,1,2,7,0,0,0.098,0
U105373,Contractor,10,2,12,1,0,1,1,0,0.512,0
U105374,Employee,17,1,10,2,0,0,0,0,0.273,0
U105375,Admin,4,2,6,2,0,0,0,0,0.331,0
U105376,Employee,4,3,18,1,0,0,1,0,0.871,0
U105377,Employee,10,1,20,1,0,1,1,0,0.381,1
U105378,Employee,23,3,16,1,1,5,1,0,0.623,0
U105379,Employee,12,4,13,0,1,3,0,0,0.906,0
U105380,Admin,14,0,12,1,1,0,1,0,0.939,0
U105381,Employee,4,1,17,2,1,2,0,0,0.115,0
U105382,Employee,6,1,18,1,0,3,1,1,0.95,0
U105383,Employee,15,3,12,1,0,1,1,0,0.319,0
U105384,Employee,4,0,15,1,0,4,0,0,0.148,0
U105385,Employee,19,1,12,1,0,5,0,1,0.318,0
U105386,Contractor,11,1,16,0,0,2,0,0,0.886,1
U105387,Employee,19,1,17,0,0,2,0,0,0.073,1
U105388,Employee,3,0,11,1,0,2,0,0,0.061,0
U105389,Employee,15,3,20,1,1,0,0,0,0.54,1
U105390,Employee,10,2,14,0,1,3,1,0,0.704,0
U105391,Employee,6,1,11,0,0,1,0,1,0.143,0
U105392,Employee,2,1,17,0,1,4,1,0,0.178,0
U105393,Employee,15,0,11,1,0,3,0,0,0.473,0
U105394,Employee,18,1,12,1,0,3,0,0,0.616,0
U105395,Employee,14,1,11,0,0,4,1,0,0.155,0
U105396,Admin,10,3,19,1,0,3,1,0,0.944,0
U105397,Employee,22,1,16,1,0,2,0,1,0.861,0
U105398,Employee,6,0,14,1,0,1,0,0,0.923,1
U105399,Manager,20,1,11,0,2,4,1,0,0.347,0
U105400,Admin,18,3,11,1,0,2,0,0,0.328,0
U105401,Employee,13,0,12,0,0,2,1,1,0.441,1
U105402,Admin,12,4,18,1,1,2,0,1,0.635,0
U105403,Employee,10,1,18,2,1,2,0,1,0.391,0
U105404,Employee,12,0,12,2,0,3,0,1,0.209,1
U105405,Employee,7,1,19,0,0,3,0,0,0.216,0
U105406,Employee,7,0,16,0,1,0,1,0,0.612,0
U105407,Manager,5,1,17,0,0,2,0,0,0.148,1
U105408,Employee,16,0,11,2,1,3,0,0,0.499,0
U105409,Employee,7,2,15,3,1,0,1,0,0.852,0
U105410,Manager,19,1,13,2,0,4,1,1,0.922,0
U105411,Employee,6,0,17,3,1,3,1,0,0.254,0
U105412,Employee,8,1,11,0,1,3,0,0,0.465,0
U105413,Employee,6,1,13,0,0,2,0,0,0.928,1
U105414,Manager,23,0,18,3,2,2,0,0,0.411,0
U105415,Employee,7,0,11,1,0,1,0,0,0.166,0
U105416,Manager,18,1,15,1,0,2,0,1,0.317,0
U105417,Employee,13,1,14,1,0,1,1,1,1.0,0
U105418,Employee,1,0,21,1,0,2,0,0,0.044,1
U105419,Employee,22,2,9,0,0,2,1,0,0.669,0
U105420,Employee,16,1,11,1,0,2,0,0,0.476,0
U105421,Employee,3,0,14,1,1,1,0,0,0.745,1
U105422,Contractor,4,1,9,1,1,3,0,0,0.844,0
U105423,Manager,17,2,13,3,1,3,0,1,0.867,0
U105424,Manager,15,2,21,0,0,2,1,0,0.324,0
U105425,Contractor,12,1,15,0,0,0,0,1,0.287,0
U105426,Employee,12,2,13,0,0,1,0,0,0.527,0
U105427,Employee,21,2,7,1,1,6,1,0,0.048,1
U105428,Manager,15,0,18,0,0,4,0,0,0.096,0
U105429,Manager,2,2,11,0,1,3,0,0,0.255,0
U105430,Employee,12,1,13,1,0,1,0,0,0.352,1
U105431,Employee,4,0,12,3,0,2,0,0,0.665,0
U105432,Manager,11,2,19,0,0,2,0,0,0.479,0
U105433,Employee,18,1,22,2,0,2,1,0,0.099,0
U105434,Employee,13,1,22,1,0,4,0,0,0.615,1
U105435,Employee,0,3,15,1,2,4,0,1,0.618,0
U105436,Admin,16,0,11,0,1,3,0,0,0.422,0
U105437,Admin,19,0,14,0,0,4,0,0,0.92,0
U105438,Employee,21,2,18,2,0,1,1,0,0.935,0
U105439,Employee,1,2,17,0,0,2,1,0,0.096,0
U105440,Employee,10,0,13,0,1,0,0,0,0.072,0
U105441,Employee,13,0,15,1,1,3,0,0,0.664,1
U105442,Employee,4,1,16,0,1,4,1,0,0.226,0
U105443,Employee,15,7,13,0,0,2,1,1,0.922,0
U105444,Manager,6,2,17,0,0,0,0,0,0.707,0
U105445,Employee,3,3,18,0,0,4,1,0,0.093,1
U105446,Employee,18,1,16,2,1,1,0,1,0.502,0
U105447,Manager,20,0,13,2,1,1,0,1,0.42,0
U105448,Employee,2,0,15,0,0,2,0,0,0.696,0
U105449,Admin,1,0,8,0,1,3,0,1,0.37,1
U105450,Manager,17,0,14,2,0,7,0,0,0.195,1
U105451,Employee,4,1,11,2,1,1,1,0,0.143,0
U105452,Employee,0,2,19,0,0,3,0,0,0.353,0
U105453,Employee,7,2,13,1,0,2,1,0,0.704,0
U105454,Employee,6,0,10,1,2,1,0,1,0.731,0
U105455,Employee,9,1,20,0,2,1,0,0,0.05,1
U105456,Manager,11,1,17,1,0,2,0,0,0.123,0
U105457,Manager,13,1,7,0,0,0,0,0,0.905,0
U105458,Employee,11,4,13,0,1,1,0,0,0.848,0
U105459,Employee,1,2,10,0,0,4,0,0,0.212,0
U105460,Contractor,22,3,10,0,0,4,0,0,0.23,0
U105461,Admin,7,1,12,1,1,3,1,0,0.065,0
U105462,Employee,11,1,17,1,0,2,0,0,0.69,0
U105463,Employee,0,2,10,0,0,1,1,0,0.731,0
U105464,Employee,7,0,17,1,0,2,0,1,0.969,1
U105465,Admin,7,1,22,1,0,3,0,0,0.552,0
U105466,Manager,18,0,17,0,1,2,0,0,0.566,1
U105467,Contractor,0,1,16,0,0,1,0,0,0.764,1
U105468,Admin,1,0,11,0,0,1,0,1,0.783,0
U105469,Manager,18,0,19,1,0,0,1,0,0.217,0
U105470,Employee,17,1,21,0,2,2,0,0,0.651,0
U105471,Manager,22,2,20,1,0,3,0,0,0.143,1
U105472,Employee,20,2,10,0,0,1,0,0,0.736,0
U105473,Manager,6,1,14,1,1,2,0,1,0.517,0
U105474,Employee,21,2,9,2,0,5,1,1,0.482,1
U105475,Employee,13,0,12,1,1,0,1,0,0.833,0
U105476,Employee,13,2,19,1,1,1,0,1,0.632,0
U105477,Employee,22,1,17,2,0,1,0,0,0.324,0
U105478,Employee,4,1,11,0,1,4,0,0,0.239,0
U105479,Employee,16,2,11,0,2,4,0,0,0.597,0
U105480,Manager,10,1,20,2,0,1,0,0,0.423,0
U105481,Employee,20,4,14,1,0,5,1,0,0.073,1
U105482,Manager,13,1,17,1,1,3,1,0,0.618,0
U105483,Contractor,6,0,11,0,0,3,1,0,0.248,0
U105484,Employee,18,1,20,0,1,2,0,1,0.237,0
U105485,Employee,17,2,14,0,0,1,0,1,0.605,0
U105486,Manager,5,2,14,1,0,2,0,0,0.305,0
U105487,Employee,19,2,9,1,0,1,0,0,0.744,0
U105488,Employee,10,3,10,1,1,2,1,0,0.322,0
U105489,Employee,1,1,15,1,2,0,0,0,0.463,0
U105490,Employee,13,1,14,1,1,4,0,0,0.415,0
U105491,Employee,4,1,14,1,0,1,0,0,0.101,0
U105492,Employee,17,0,7,0,1,6,0,0,0.77,0
U105493,Manager,16,2,10,1,1,4,0,0,0.612,0
U105494,Employee,16,2,20,1,1,5,0,0,0.865,0
U105495,Employee,9,1,13,1,0,3,0,0,0.653,0
U105496,Manager,7,0,25,0,0,3,0,0,0.594,0
U105497,Employee,12,1,16,0,0,4,1,1,0.385,0
U105498,Employee,13,0,18,1,0,1,1,0,0.633,1
U105499,Employee,3,0,12,0,2,2,1,1,0.532,0
U105500,Contractor,0,1,14,1,2,1,1,0,0.081,0
U105501,Employee,18,1,14,0,1,4,1,0,0.626,0
U105502,Employee,2,0,18,0,1,1,0,0,0.06,0
U105503,Employee,8,0,17,3,0,4,1,0,0.092,0
U105504,Contractor,21,1,15,0,1,3,0,0,0.306,0
U105505,Employee,4,0,11,2,0,3,0,1,0.897,0
U105506,Manager,22,1,9,2,1,2,0,0,0.798,0
U105507,Employee,19,0,12,1,1,1,0,0,0.46,0
U105508,Manager,5,2,19,1,0,1,0,0,0.613,1
U105509,Employee,11,2,10,1,1,3,0,1,0.187,0
U105510,Employee,23,0,9,0,1,2,0,0,0.657,0
U105511,Employee,10,2,15,1,0,2,0,1,0.318,0
U105512,Employee,23,2,18,0,1,1,0,0,0.469,0
U105513,Employee,4,0,16,0,3,3,1,0,0.6,0
U105514,Employee,1,0,9,0,0,2,0,0,0.779,0
U105515,Employee,20,1,11,0,1,5,1,0,0.557,0
U105516,Employee,15,2,13,0,0,1,1,0,0.938,0
U105517,Admin,16,1,13,0,0,1,0,0,0.575,1
U105518,Manager,11,0,17,1,2,2,0,0,0.219,0
U105519,Manager,7,1,19,0,2,1,0,1,0.575,1
U105520,Employee,5,1,14,1,1,5,0,0,0.852,0
U105521,Contractor,8,0,20,0,1,1,0,0,0.519,0
U105522,Employee,6,2,17,1,3,0,0,0,0.984,0
U105523,Employee,13,1,13,0,0,1,0,0,0.223,1
U105524,Contractor,15,2,13,0,0,1,0,0,0.15,1
U105525,Employee,17,1,9,1,1,0,1,1,0.516,0
U105526,Employee,16,1,17,0,1,1,1,0,0.617,1
U105527,Employee,6,2,18,0,0,3,0,0,0.041,0
U105528,Employee,0,2,25,2,1,1,0,1,0.092,0
U105529,Manager,22,2,14,0,2,1,0,0,0.11,0
U105530,Employee,3,1,11,1,0,6,0,0,0.889,0
U105531,Contractor,4,0,17,0,1,3,0,1,0.334,0
U105532,Admin,19,2,11,0,1,2,0,0,0.621,1
U105533,Employee,21,2,10,1,0,1,0,0,0.778,0
U105534,Employee,4,0,12,0,0,1,1,1,0.962,0
U105535,Contractor,11,3,15,2,0,1,0,1,0.418,0
U105536,Employee,23,1,15,0,1,6,0,0,0.744,0
U105537,Manager,4,1,11,2,0,3,0,0,0.807,1
U105538,Manager,23,4,14,1,2,2,1,0,0.018,0
U105539,Employee,2,1,12,2,1,7,1,0,0.719,0
U105540,Employee,19,2,15,1,1,0,1,0,0.749,0
U105541,Employee,7,1,15,2,1,2,0,0,0.096,0
U105542,Employee,15,1,16,2,2,3,0,0,0.488,0
U105543,Employee,17,0,9,1,0,2,1,0,0.363,0
U105544,Employee,23,0,23,2,1,6,0,0,0.22,1
U105545,Contractor,22,1,11,1,0,3,1,0,0.91,0
U105546,Employee,17,1,17,0,0,0,0,0,0.077,0
U105547,Employee,5,1,21,1,1,3,0,0,0.821,0
U105548,Employee,22,2,17,0,2,2,1,0,0.872,0
U105549,Manager,19,1,10,0,1,4,0,1,0.249,0
U105550,Employee,19,0,13,1,0,2,0,0,0.302,0
U105551,Employee,11,1,16,2,1,1,0,0,0.638,1
U105552,Employee,17,1,20,0,1,2,1,0,0.785,0
U105553,Employee,18,0,18,2,0,1,0,0,0.159,0
U105554,Employee,4,1,10,2,0,1,0,0,0.019,0
U105555,Manager,8,5,23,1,1,3,0,1,0.828,0
U105556,Employee,7,2,18,1,1,2,0,1,0.046,0
U105557,Contractor,4,0,17,2,0,1,0,0,0.154,0
U105558,Employee,21,1,16,0,0,5,1,0,0.637,1
U105559,Employee,21,0,21,1,0,0,0,0,0.679,0
U105560,Employee,17,2,14,1,1,4,1,0,0.778,0
U105561,Manager,23,0,20,3,2,1,0,0,0.35,0
U105562,Admin,23,2,13,1,2,1,0,0,0.98,0
U105563,Employee,14,0,10,1,0,3,1,0,0.231,0
U105564,Employee,4,0,17,0,0,5,0,0,0.294,0
U105565,Employee,18,0,14,3,0,3,1,0,0.459,0
U105566,Employee,23,1,12,1,0,3,0,0,0.878,0
U105567,Admin,1,0,15,0,1,2,0,0,0.901,0
U105568,Employee,12,1,12,1,2,2,1,1,0.887,1
U105569,Admin,2,0,27,0,0,1,0,1,0.836,0
U105570,Employee,19,2,14,0,0,0,0,0,0.64,0
U105571,Manager,1,1,18,0,1,3,1,1,0.325,0
U105572,Contractor,17,0,16,0,1,4,0,1,0.158,0
U105573,Manager,14,5,27,2,0,2,0,0,0.183,0
U105574,Employee,4,0,10,1,0,1,0,0,0.073,0
U105575,Contractor,2,0,14,0,1,3,0,0,0.502,1
U105576,Employee,18,0,18,0,2,3,0,0,0.051,0
U105577,Employee,7,0,21,0,1,0,0,0,0.96,0
U105578,Employee,17,2,12,2,1,0,0,0,0.843,0
U105579,Contractor,18,2,17,0,0,1,0,0,0.036,1
U105580,Admin,5,2,15,0,2,1,1,0,0.955,0
U105581,Manager,21,0,22,1,1,1,1,0,0.393,0
U105582,Employee,15,2,19,1,0,8,0,0,0.422,0
U105583,Employee,12,2,19,2,3,3,0,0,0.76,0
U105584,Employee,8,0,17,2,1,0,1,1,1.0,0
U105585,Admin,20,0,14,1,0,0,0,0,0.43,0
U105586,Manager,19,2,12,1,0,1,1,0,0.217,1
U105587,Employee,8,2,15,0,1,2,0,0,0.461,0
U105588,Admin,22,1,15,0,0,1,0,0,0.957,0
U105589,Manager,22,1,17,1,0,1,0,0,0.156,0
U105590,Contractor,6,2,25,1,0,1,0,0,0.607,0
U105591,Employee,17,0,23,1,1,0,0,0,0.964,0
U105592,Employee,12,2,15,2,0,5,0,1,0.988,0
U105593,Employee,18,0,15,0,1,2,1,0,0.101,0
U105594,Employee,7,1,20,1,0,2,0,0,0.492,0
U105595,Employee,13,3,11,0,0,1,0,0,0.242,0
U105596,Employee,22,0,19,0,0,1,1,0,0.236,0
U105597,Employee,0,2,15,1,2,4,0,1,0.073,0
U105598,Employee,2,1,13,0,1,3,1,1,0.209,0
U105599,Employee,13,1,11,0,1,3,1,0,0.299,0
U105600,Admin,15,0,19,1,2,3,0,1,0.464,0
U105601,Employee,12,2,17,0,0,2,0,1,0.17,0
U105602,Manager,17,1,12,1,1,1,0,0,0.101,0
U105603,Employee,15,2,13,2,0,2,0,0,0.403,0
U105604,Admin,4,4,19,1,0,3,1,0,0.392,0
U105605,Manager,1,0,14,1,0,3,0,1,0.693,1
U105606,Employee,1,0,21,1,0,1,0,0,0.21,0
U105607,Contractor,11,1,8,0,1,1,0,0,0.752,0
U105608,Employee,8,0,20,0,2,1,1,1,0.832,0
U105609,Employee,15,1,18,1,1,2,0,1,0.934,1
U105610,Employee,19,3,20,1,1,2,1,0,0.056,1
U105611,Manager,23,0,11,0,1,5,1,1,0.995,1
U105612,Employee,12,0,18,0,2,2,0,0,0.542,0
U105613,Employee,2,1,18,0,0,5,0,1,0.484,0
U105614,Manager,10,1,17,1,1,0,1,0,0.149,0
U105615,Employee,21,1,18,1,0,1,0,0,0.314,0
U105616,Employee,16,3,17,1,2,3,1,0,0.512,0
U105617,Contractor,12,3,12,1,0,2,0,0,0.674,0
U105618,Manager,7,1,16,0,1,3,0,0,0.19,0
U105619,Employee,6,0,15,2,1,2,1,0,0.81,1
U105620,Employee,11,1,15,1,0,2,0,0,0.319,0
U105621,Employee,18,3,15,0,0,3,1,0,0.583,0
U105622,Employee,16,0,19,1,1,1,1,1,0.262,1
U105623,Manager,6,0,17,2,0,2,0,0,0.65,0
U105624,Employee,20,1,17,0,1,1,1,0,0.35,0
U105625,Employee,8,3,17,0,1,1,0,0,0.722,0
U105626,Manager,21,4,10,0,1,1,0,0,0.184,0
U105627,Contractor,21,1,20,0,0,3,0,0,0.651,0
U105628,Employee,14,1,22,0,0,3,0,0,0.676,0
U105629,Employee,20,2,12,2,1,4,1,0,0.73,0
U105630,Employee,5,3,18,0,0,2,0,0,0.316,0
U105631,Employee,14,1,8,1,1,2,1,1,0.309,0
U105632,Manager,20,2,14,0,0,3,0,0,0.05,0
U105633,Employee,0,0,17,1,1,2,0,0,0.206,0
U105634,Contractor,6,1,16,1,1,1,1,0,0.385,0
U105635,Manager,20,0,21,0,2,3,0,1,0.141,0
U105636,Employee,4,2,8,1,0,0,0,0,0.736,0
U105637,Employee,15,1,17,2,0,2,1,0,0.07,0
U105638,Employee,2,1,11,0,1,2,0,0,0.841,0
U105639,Manager,12,1,15,2,1,2,0,0,0.038,1
U105640,Employee,16,0,16,0,1,0,1,0,0.209,0
U105641,Employee,22,3,16,0,0,1,0,0,0.879,0
U105642,Admin,12,2,15,0,0,1,0,0,0.8,1
U105643,Contractor,17,1,17,1,0,2,1,0,0.603,0
U105644,Employee,10,2,27,1,0,1,0,0,0.121,0
U105645,Employee,17,2,16,1,0,1,0,0,0.627,0
U105646,Admin,23,2,25,0,0,1,1,0,0.7,0
U105647,Admin,1,0,14,0,1,2,1,0,0.178,0
U105648,Employee,21,1,17,1,0,1,0,0,0.536,0
U105649,Employee,21,1,19,0,0,1,0,0,0.767,0
U105650,Manager,21,3,18,1,0,2,1,0,0.76,1
U105651,Contractor,10,2,15,2,0,2,1,0,0.347,1
U105652,Employee,15,0,16,0,0,1,0,0,0.728,0
U105653,Admin,20,1,23,0,1,0,0,1,0.113,0
U105654,Admin,16,0,12,0,0,2,0,1,0.982,1
U105655,Employee,16,3,13,0,0,3,0,0,0.916,0
U105656,Employee,13,1,13,1,1,3,1,0,0.946,0
U105657,Manager,17,2,7,1,0,0,1,0,0.941,0
U105658,Admin,9,1,7,0,2,2,1,0,0.691,0
U105659,Manager,1,2,17,1,1,1,0,0,0.5,0
U105660,Employee,16,3,20,0,1,3,0,1,0.04,0
U105661,Employee,21,1,15,0,1,2,0,0,0.758,0
U105662,Employee,15,3,19,0,0,3,1,0,0.074,0
U105663,Employee,1,0,15,1,1,2,1,0,0.642,0
U105664,Employee,15,1,12,1,0,1,0,0,0.249,1
U105665,Admin,6,1,24,1,2,1,1,1,0.957,0
U105666,Manager,13,4,19,1,0,1,0,0,0.447,0
U105667,Employee,4,1,20,1,1,5,0,0,0.501,0
U105668,Admin,11,0,20,1,1,2,0,1,1.0,0
U105669,Employee,19,1,12,2,0,2,0,0,0.016,0
U105670,Admin,21,1,20,0,0,4,0,1,0.792,0
U105671,Employee,23,1,14,0,1,5,0,0,0.916,0
U105672,Employee,12,1,18,1,1,1,0,1,0.658,0
U105673,Admin,10,0,18,1,0,0,1,0,0.175,0
U105674,Employee,20,1,13,1,1,1,0,0,0.157,0
U105675,Employee,10,1,13,1,0,4,1,0,0.662,0
U105676,Employee,1,1,13,0,0,5,1,1,0.929,0
U105677,Contractor,1,1,23,0,1,2,0,0,0.623,0
U105678,Employee,23,1,13,0,0,3,0,0,0.942,0
U105679,Employee,19,2,13,1,1,3,0,0,0.185,0
U105680,Employee,5,0,11,0,0,1,1,0,0.163,0
U105681,Employee,8,0,22,1,1,3,0,0,0.626,0
U105682,Employee,22,0,16,2,1,2,0,0,0.533,0
U105683,Manager,13,1,13,0,0,4,0,0,0.894,1
U105684,Employee,10,0,11,1,1,4,1,1,0.251,1
U105685,Manager,19,2,15,1,0,2,0,0,0.528,1
U105686,Employee,17,1,13,0,0,0,0,0,0.868,0
U105687,Employee,21,1,17,1,0,0,1,0,0.855,0
U105688,Employee,5,0,20,0,0,2,0,0,0.674,0
U105689,Employee,1,0,14,1,1,4,0,1,0.616,0
U105690,Employee,23,1,13,1,0,3,0,0,0.723,0
U105691,Admin,0,0,17,1,1,2,0,0,0.584,1
U105692,Employee,8,0,21,0,0,2,0,0,0.661,0
U105693,Contractor,21,1,17,2,2,2,0,1,0.45,1
U105694,Employee,16,1,12,0,0,0,0,1,0.955,1
U105695,Employee,3,1,23,0,0,2,1,0,0.135,0
U105696,Employee,1,1,14,0,0,4,0,1,0.72,0
U105697,Manager,13,0,14,1,2,2,1,0,0.886,0
U105698,Employee,17,0,18,0,0,1,1,0,0.142,0
U105699,Employee,20,1,9,0,1,3,0,0,0.952,0
U105700,Manager,12,1,20,0,0,3,1,0,0.175,0
U105701,Admin,0,1,17,1,1,2,0,0,0.794,0
U105702,Contractor,21,0,21,0,2,3,0,0,0.206,0
U105703,Employee,8,1,10,2,1,1,0,0,0.462,0
U105704,Employee,4,1,19,1,2,1,0,0,0.231,1
U105705,Employee,13,1,18,0,1,1,0,0,0.369,0
U105706,Employee,5,0,13,1,1,0,1,0,0.388,0
U105707,Manager,5,1,18,2,1,1,1,0,0.653,0
U105708,Employee,10,1,13,2,0,2,0,1,0.889,0
U105709,Manager,4,0,14,1,0,1,1,0,0.266,0
U105710,Employee,23,1,13,0,1,2,0,0,0.429,0
U105711,Employee,7,2,7,0,0,2,1,1,0.988,0
U105712,Employee,14,0,14,0,1,0,0,0,0.29,0
U105713,Employee,7,1,15,1,0,4,0,0,0.68,0
U105714,Employee,19,2,15,1,0,2,1,0,0.022,0
U105715,Employee,11,2,12,1,1,3,0,0,0.126,0
U105716,Employee,4,2,17,0,1,1,0,1,0.558,0
U105717,Contractor,22,1,17,1,0,2,1,0,0.841,0
U105718,Manager,18,1,22,2,0,1,1,0,0.776,0
U105719,Employee,12,1,13,1,0,3,0,0,0.351,0
U105720,Employee,10,0,24,1,1,3,0,1,0.962,0
U105721,Manager,5,1,10,1,1,5,1,1,0.646,0
U105722,Employee,21,0,12,0,0,2,0,0,0.49,0
U105723,Employee,2,2,13,1,0,1,0,0,0.915,0
U105724,Contractor,3,1,16,0,1,4,1,0,0.47,0
U105725,Employee,16,2,11,0,1,2,0,0,0.297,0
U105726,Manager,18,2,16,0,1,2,0,0,0.641,0
U105727,Manager,21,2,14,0,0,1,1,0,0.775,0
U105728,Employee,10,1,16,2,0,1,0,1,0.973,0
U105729,Employee,7,2,22,1,0,1,0,1,0.219,1
U105730,Admin,13,3,8,1,1,5,0,0,0.546,1
U105731,Employee,6,1,18,3,1,3,1,0,0.61,0
U105732,Employee,10,1,11,1,0,2,1,0,0.031,0
U105733,Admin,9,0,16,2,0,1,0,0,0.265,0
U105734,Admin,3,1,14,1,1,3,0,0,0.065,0
U105735,Admin,9,1,14,0,0,3,1,0,0.867,0
U105736,Employee,17,2,14,1,2,0,0,0,0.407,0
U105737,Employee,9,1,17,2,0,3,1,0,0.277,0
U105738,Employee,4,1,17,2,0,2,0,0,0.071,0
U105739,Contractor,8,0,18,2,0,3,0,0,0.481,1
U105740,Employee,15,4,22,2,0,3,0,0,0.507,0
U105741,Admin,4,2,11,1,0,1,0,0,0.951,0
U105742,Employee,7,0,17,2,0,3,1,0,0.807,1
U105743,Manager,16,2,25,1,0,3,0,0,0.547,1
U105744,Contractor,9,1,13,0,1,2,1,0,0.061,0
U105745,Manager,3,2,16,0,0,2,1,0,0.978,0
U105746,Employee,2,3,13,1,0,0,0,0,0.852,0
U105747,Employee,17,2,18,0,0,0,1,0,0.311,0
U105748,Employee,2,0,7,1,0,3,1,1,0.676,1
U105749,Employee,7,0,9,0,0,3,0,0,0.753,0
U105750,Employee,4,0,11,0,1,2,0,0,0.918,0
U105751,Employee,8,0,26,0,1,1,0,0,0.539,1
U105752,Contractor,12,1,13,1,0,1,0,1,0.85,0
U105753,Manager,23,1,13,1,0,2,1,0,0.622,0
U105754,Employee,0,2,20,0,2,1,1,0,0.044,0
U105755,Employee,15,1,7,1,0,4,0,1,0.857,0
U105756,Employee,7,1,14,0,0,1,0,0,0.619,0
U105757,Employee,1,1,18,3,0,4,0,0,0.436,1
U105758,Admin,3,1,10,2,0,1,0,0,0.077,0
U105759,Employee,8,0,12,0,1,2,0,1,0.287,0
U105760,Employee,10,0,14,0,1,3,0,1,0.043,0
U105761,Employee,6,1,15,0,1,1,0,1,0.753,0
U105762,Admin,8,1,11,2,0,4,0,0,0.56,0
U105763,Employee,19,1,14,1,0,2,0,0,0.784,0
U105764,Employee,8,0,19,1,0,0,0,0,0.615,0
U105765,Manager,20,1,18,2,1,4,0,0,0.609,0
U105766,Employee,6,1,19,0,1,1,0,0,0.743,0
U105767,Employee,16,0,15,1,0,3,1,1,0.14,0
U105768,Employee,10,1,14,0,0,5,1,0,0.155,0
U105769,Admin,8,1,19,1,3,2,1,1,0.967,0
U105770,Employee,10,1,21,1,2,4,0,0,0.62,0
U105771,Contractor,17,2,12,1,0,2,0,0,0.958,0
